time,dhw,heating,T_amb,dhw_in_T
2020-03-03 07:15:00,0.01833,0.008,3.63,12.37
2020-03-03 07:30:00,0.022269999999999998,0.012,3.53,12.41
2020-03-03 07:45:00,0.01667,0.004,3.42,12.44
2020-03-03 08:00:00,0.01,0.012,3.32,12.47
2020-03-03 08:15:00,0.0036,0.004,3.49,12.5
2020-03-03 08:30:00,0.0025299999999999997,0.008,3.66,12.54
2020-03-03 08:45:00,0.00373,0.0,3.82,12.57
2020-03-03 09:00:00,0.00213,0.0,3.99,12.6
2020-03-03 09:15:00,0.0015300000000000001,0.0,4.29,12.63
2020-03-03 09:30:00,0.0019299999999999999,0.0,4.59,12.66
2020-03-03 09:45:00,0.00333,0.0,4.88,12.69
2020-03-03 10:00:00,0.0018,0.0,5.18,12.72
2020-03-03 10:15:00,0.0,0.004,5.51,12.75
2020-03-03 10:30:00,0.00413,0.008,5.84,12.78
2020-03-03 10:45:00,0.003,0.004,6.16,12.81
2020-03-03 11:00:00,0.00013000000000000002,0.004,6.49,12.84
2020-03-03 11:15:00,0.0,0.008,6.75,12.87
2020-03-03 11:30:00,0.0012,0.008,7.01,12.9
2020-03-03 11:45:00,0.001,0.008,7.26,12.93
2020-03-03 12:00:00,0.001,0.012,7.52,12.95
2020-03-03 12:15:00,0.00333,0.008,7.62,12.98
2020-03-03 12:30:00,0.0018,0.008,7.72,13.01
2020-03-03 12:45:00,0.00133,0.008,7.81,13.04
2020-03-03 13:00:00,0.0,0.008,7.91,13.06
2020-03-03 13:15:00,0.001,0.008,7.95,13.09
2020-03-03 13:30:00,0.005,0.004,7.99,13.11
2020-03-03 13:45:00,0.0059299999999999995,0.0,8.02,13.14
2020-03-03 14:00:00,0.00647,0.008,8.06,13.17
2020-03-03 14:15:00,0.00567,0.0,8.12,13.19
2020-03-03 14:30:00,0.0,0.0,8.18,13.21
2020-03-03 14:45:00,0.003,0.0,8.23,13.24
2020-03-03 15:00:00,0.00233,0.0,8.29,13.26
2020-03-03 15:15:00,0.00433,0.0,8.23,13.29
2020-03-03 15:30:00,0.00113,0.004,8.17,13.31
2020-03-03 15:45:00,0.0,0.004,8.1,13.33
2020-03-03 16:00:00,0.003,0.008,8.04,13.36
2020-03-03 16:15:00,0.0078,0.004,7.55,13.38
2020-03-03 16:30:00,0.009470000000000001,0.008,7.06,13.4
2020-03-03 16:45:00,0.00347,0.008,6.56,13.42
2020-03-03 17:00:00,0.009800000000000001,0.008,6.07,13.44
2020-03-03 17:15:00,0.006,0.008,5.88,13.46
2020-03-03 17:30:00,0.00313,0.008,5.68,13.48
2020-03-03 17:45:00,0.01667,0.004,5.49,13.5
2020-03-03 18:00:00,0.00327,0.012,5.29,13.52
2020-03-03 18:15:00,0.00933,0.008,5.09,13.54
2020-03-03 18:30:00,0.00093,0.008,4.89,13.56
2020-03-03 18:45:00,0.00533,0.008,4.69,13.58
2020-03-03 19:00:00,0.0044,0.008,4.49,13.6
2020-03-03 19:15:00,0.00447,0.004,4.35,13.62
2020-03-03 19:30:00,0.0034,0.008,4.2,13.63
2020-03-03 19:45:00,0.00113,0.016,4.06,13.65
2020-03-03 20:00:00,0.00467,0.012,3.91,13.67
2020-03-03 20:15:00,0.00433,0.016,3.78,13.68
2020-03-03 20:30:00,0.00333,0.012,3.65,13.7
2020-03-03 20:45:00,0.004,0.008,3.52,13.71
2020-03-03 21:00:00,0.00307,0.008,3.39,13.73
2020-03-03 21:15:00,0.001,0.004,3.3,13.74
2020-03-03 21:30:00,0.00567,0.004,3.2,13.76
2020-03-03 21:45:00,0.006,0.008,3.11,13.77
2020-03-03 22:00:00,0.0064,0.004,3.01,13.79
2020-03-03 22:15:00,0.00013000000000000002,0.0,2.95,13.8
2020-03-03 22:30:00,0.0,0.0,2.89,13.81
2020-03-03 22:45:00,0.0,0.0,2.83,13.82
2020-03-03 23:00:00,0.0,0.0,2.77,13.84
2020-03-03 23:15:00,0.0,0.0,2.63,13.85
2020-03-03 23:30:00,0.0,0.0,2.5,13.86
2020-03-03 23:45:00,0.0,0.0,2.36,13.87
2020-03-04 00:00:00,0.0,0.0,5.53,8.07
2020-03-04 00:15:00,0.0,0.0,5.24,8.11
2020-03-04 00:30:00,0.0,0.0,4.96,8.14
2020-03-04 00:45:00,0.0,0.0,4.67,8.18
2020-03-04 01:00:00,0.0,0.0,4.38,8.22
2020-03-04 01:15:00,0.0,0.0,4.22,8.25
2020-03-04 01:30:00,0.0,0.0,4.06,8.29
2020-03-04 01:45:00,0.0,0.0,3.89,8.33
2020-03-04 02:00:00,0.0,0.0,3.73,8.37
2020-03-04 02:15:00,0.0,0.0,3.61,8.4
2020-03-04 02:30:00,0.0,0.0,3.48,8.44
2020-03-04 02:45:00,0.0,0.0,3.36,8.48
2020-03-04 03:00:00,0.0,0.0,3.23,8.52
2020-03-04 03:15:00,0.0,0.0,3.11,8.56
2020-03-04 03:30:00,0.0,0.0,2.99,8.59
2020-03-04 03:45:00,0.00133,0.0,2.87,8.63
2020-03-04 04:00:00,0.0,0.0,2.75,8.67
2020-03-04 04:15:00,0.002,0.0,2.72,8.71
2020-03-04 04:30:00,0.0,0.0,2.68,8.75
2020-03-04 04:45:00,0.00393,0.0,2.65,8.79
2020-03-04 05:00:00,0.00447,0.0,2.61,8.83
2020-03-04 05:15:00,0.00567,0.0,2.58,8.87
2020-03-04 05:30:00,0.00507,0.0,2.56,8.91
2020-03-04 05:45:00,0.011800000000000001,0.004,2.53,8.95
2020-03-04 06:00:00,0.022,0.004,2.5,8.99
2020-03-04 06:15:00,0.005730000000000001,0.012,2.52,9.03
2020-03-04 06:30:00,0.00853,0.012,2.55,9.07
2020-03-04 06:45:00,0.012199999999999999,0.008,2.57,9.11
2020-03-04 07:00:00,0.015269999999999999,0.008,2.59,9.15
2020-03-04 07:15:00,0.02293,0.008,3.02,9.19
2020-03-04 07:30:00,0.01173,0.004,3.45,9.23
2020-03-04 07:45:00,0.0072699999999999996,0.004,3.87,9.27
2020-03-04 08:00:00,0.00707,0.004,4.3,9.31
2020-03-04 08:15:00,0.007730000000000001,0.004,4.77,9.35
2020-03-04 08:30:00,0.01093,0.008,5.24,9.39
2020-03-04 08:45:00,0.00847,0.0,5.7,9.43
2020-03-04 09:00:00,0.0048,0.004,6.17,9.47
2020-03-04 09:15:00,0.0038,0.0,6.46,9.51
2020-03-04 09:30:00,0.00413,0.0,6.76,9.55
2020-03-04 09:45:00,0.001,0.0,7.05,9.59
2020-03-04 10:00:00,0.004,0.0,7.34,9.63
2020-03-04 10:15:00,0.0,0.0,7.56,9.67
2020-03-04 10:30:00,0.0,0.0,7.78,9.71
2020-03-04 10:45:00,0.0,0.0,8.0,9.76
2020-03-04 11:00:00,7.000000000000001e-05,0.004,8.22,9.8
2020-03-04 11:15:00,0.003,0.004,8.26,9.84
2020-03-04 11:30:00,0.00033,0.008,8.3,9.88
2020-03-04 11:45:00,0.00273,0.012,8.33,9.92
2020-03-04 12:00:00,0.002,0.008,8.37,9.96
2020-03-04 12:15:00,0.0064,0.008,8.5,10.0
2020-03-04 12:30:00,0.00433,0.012,8.63,10.04
2020-03-04 12:45:00,0.00507,0.012,8.75,10.08
2020-03-04 13:00:00,0.003,0.008,8.88,10.13
2020-03-04 13:15:00,0.00033,0.008,8.94,10.17
2020-03-04 13:30:00,0.004200000000000001,0.004,8.99,10.21
2020-03-04 13:45:00,0.00613,0.008,9.05,10.25
2020-03-04 14:00:00,0.0076,0.008,9.1,10.29
2020-03-04 14:15:00,0.01,0.008,9.14,10.33
2020-03-04 14:30:00,0.00447,0.008,9.18,10.37
2020-03-04 14:45:00,0.00333,0.0,9.21,10.41
2020-03-04 15:00:00,0.00067,0.0,9.25,10.45
2020-03-04 15:15:00,0.0,0.0,9.17,10.49
2020-03-04 15:30:00,0.00067,0.004,9.08,10.53
2020-03-04 15:45:00,0.0,0.004,9.0,10.58
2020-03-04 16:00:00,0.00233,0.0,8.91,10.62
2020-03-04 16:15:00,0.0,0.0,8.79,10.66
2020-03-04 16:30:00,0.00047,0.004,8.67,10.7
2020-03-04 16:45:00,0.00067,0.0,8.55,10.74
2020-03-04 17:00:00,0.0,0.004,8.43,10.78
2020-03-04 17:15:00,0.00713,0.0,8.24,10.82
2020-03-04 17:30:00,0.00967,0.0,8.05,10.86
2020-03-04 17:45:00,0.00667,0.004,7.86,10.9
2020-03-04 18:00:00,0.009470000000000001,0.004,7.67,10.94
2020-03-04 18:15:00,0.00833,0.008,7.46,10.98
2020-03-04 18:30:00,0.00093,0.02,7.25,11.02
2020-03-04 18:45:00,0.003,0.012,7.03,11.06
2020-03-04 19:00:00,0.00267,0.012,6.82,11.1
2020-03-04 19:15:00,0.006,0.012,6.64,11.14
2020-03-04 19:30:00,0.012,0.004,6.45,11.18
2020-03-04 19:45:00,0.002,0.008,6.27,11.22
2020-03-04 20:00:00,0.00207,0.008,6.08,11.25
2020-03-04 20:15:00,0.00633,0.008,5.81,11.29
2020-03-04 20:30:00,0.00633,0.008,5.55,11.33
2020-03-04 20:45:00,0.001,0.008,5.28,11.37
2020-03-04 21:00:00,0.002,0.008,5.01,11.41
2020-03-04 21:15:00,0.0,0.004,4.84,11.45
2020-03-04 21:30:00,0.0024,0.004,4.68,11.49
2020-03-04 21:45:00,0.001,0.0,4.51,11.52
2020-03-04 22:00:00,0.0016699999999999998,0.004,4.34,11.56
2020-03-04 22:15:00,0.00027,0.004,4.25,11.6
2020-03-04 22:30:00,0.0,0.0,4.15,11.64
2020-03-04 22:45:00,0.0,0.0,4.06,11.67
2020-03-04 23:00:00,0.0,0.0,3.96,11.71
2020-03-04 23:15:00,0.0,0.0,3.89,11.75
2020-03-04 23:30:00,0.0,0.0,3.82,11.79
2020-03-04 23:45:00,0.0,0.0,3.75,11.82
2020-03-05 00:00:00,0.0,0.0,7.27,7.1
2020-03-05 00:15:00,0.0,0.0,7.21,7.07
2020-03-05 00:30:00,0.0,0.0,7.15,7.04
2020-03-05 00:45:00,0.0,0.0,7.09,7.01
2020-03-05 01:00:00,0.0,0.0,7.03,6.99
2020-03-05 01:15:00,0.0,0.0,6.99,6.96
2020-03-05 01:30:00,0.0,0.0,6.94,6.93
2020-03-05 01:45:00,0.0,0.0,6.9,6.91
2020-03-05 02:00:00,0.0,0.0,6.85,6.88
2020-03-05 02:15:00,0.0,0.0,6.88,6.86
2020-03-05 02:30:00,0.0,0.0,6.91,6.83
2020-03-05 02:45:00,0.0,0.0,6.94,6.81
2020-03-05 03:00:00,0.0,0.0,6.97,6.78
2020-03-05 03:15:00,0.0,0.0,7.01,6.76
2020-03-05 03:30:00,0.0,0.0,7.05,6.73
2020-03-05 03:45:00,0.00033,0.0,7.08,6.71
2020-03-05 04:00:00,0.0,0.0,7.12,6.69
2020-03-05 04:15:00,0.00067,0.0,7.23,6.66
2020-03-05 04:30:00,0.001,0.0,7.34,6.64
2020-03-05 04:45:00,0.001,0.0,7.44,6.62
2020-03-05 05:00:00,0.00233,0.0,7.55,6.6
2020-03-05 05:15:00,0.00513,0.0,7.62,6.58
2020-03-05 05:30:00,0.0148,0.0,7.69,6.55
2020-03-05 05:45:00,0.02013,0.0,7.76,6.53
2020-03-05 06:00:00,0.01167,0.008,7.83,6.51
2020-03-05 06:15:00,0.00687,0.012,8.08,6.49
2020-03-05 06:30:00,0.0154,0.008,8.34,6.47
2020-03-05 06:45:00,0.013869999999999999,0.008,8.59,6.46
2020-03-05 07:00:00,0.01627,0.008,8.84,6.44
2020-03-05 07:15:00,0.025929999999999998,0.004,9.0,6.42
2020-03-05 07:30:00,0.02187,0.008,9.15,6.4
2020-03-05 07:45:00,0.02707,0.008,9.31,6.38
2020-03-05 08:00:00,0.02013,0.004,9.46,6.36
2020-03-05 08:15:00,0.01813,0.004,9.8,6.35
2020-03-05 08:30:00,0.009800000000000001,0.004,10.14,6.33
2020-03-05 08:45:00,0.00287,0.004,10.47,6.31
2020-03-05 09:00:00,0.00447,0.012,10.81,6.3
2020-03-05 09:15:00,0.0056,0.008,11.11,6.28
2020-03-05 09:30:00,0.00367,0.004,11.41,6.27
2020-03-05 09:45:00,0.009869999999999999,0.0,11.71,6.25
2020-03-05 10:00:00,0.012,0.004,12.01,6.24
2020-03-05 10:15:00,0.00887,0.008,12.23,6.23
2020-03-05 10:30:00,0.00333,0.004,12.44,6.21
2020-03-05 10:45:00,0.00333,0.012,12.66,6.2
2020-03-05 11:00:00,0.01573,0.004,12.87,6.19
2020-03-05 11:15:00,0.0059299999999999995,0.008,12.98,6.17
2020-03-05 11:30:00,0.004070000000000001,0.016,13.09,6.16
2020-03-05 11:45:00,0.00413,0.016,13.19,6.15
2020-03-05 12:00:00,0.0044,0.012,13.3,6.14
2020-03-05 12:15:00,0.00067,0.016,13.37,6.13
2020-03-05 12:30:00,0.008199999999999999,0.016,13.44,6.12
2020-03-05 12:45:00,0.0025299999999999997,0.008,13.51,6.11
2020-03-05 13:00:00,0.004,0.004,13.58,6.1
2020-03-05 13:15:00,0.001,0.004,13.71,6.09
2020-03-05 13:30:00,0.0024700000000000004,0.004,13.83,6.08
2020-03-05 13:45:00,0.006,0.0,13.96,6.07
2020-03-05 14:00:00,0.00547,0.004,14.08,6.07
2020-03-05 14:15:00,0.0046,0.004,14.08,6.06
2020-03-05 14:30:00,0.00767,0.004,14.09,6.05
2020-03-05 14:45:00,0.003,0.004,14.09,6.05
2020-03-05 15:00:00,0.00233,0.004,14.09,6.04
2020-03-05 15:15:00,0.0004,0.0,13.96,6.03
2020-03-05 15:30:00,0.00333,0.0,13.83,6.03
2020-03-05 15:45:00,0.003,0.0,13.7,6.02
2020-03-05 16:00:00,0.0,0.004,13.57,6.02
2020-03-05 16:15:00,0.0008,0.004,13.49,6.02
2020-03-05 16:30:00,0.002,0.0,13.42,6.01
2020-03-05 16:45:00,0.00033,0.0,13.34,6.01
2020-03-05 17:00:00,0.00033,0.0,13.26,6.01
2020-03-05 17:15:00,0.004,0.0,13.12,6.01
2020-03-05 17:30:00,0.0016699999999999998,0.0,12.98,6.0
2020-03-05 17:45:00,0.006,0.0,12.83,6.0
2020-03-05 18:00:00,0.00933,0.0,12.69,6.0
2020-03-05 18:15:00,0.0024,0.004,12.44,6.0
2020-03-05 18:30:00,0.00113,0.012,12.2,6.0
2020-03-05 18:45:00,0.00067,0.008,11.95,6.0
2020-03-05 19:00:00,0.001,0.004,11.7,6.0
2020-03-05 19:15:00,0.00487,0.016,11.34,6.0
2020-03-05 19:30:00,0.0068,0.008,10.98,6.0
2020-03-05 19:45:00,0.001,0.008,10.61,6.01
2020-03-05 20:00:00,0.00907,0.016,10.25,6.01
2020-03-05 20:15:00,0.00713,0.008,10.0,6.01
2020-03-05 20:30:00,0.00413,0.004,9.75,6.01
2020-03-05 20:45:00,0.0038,0.004,9.49,6.02
2020-03-05 21:00:00,0.00533,0.004,9.24,6.02
2020-03-05 21:15:00,0.0046,0.004,9.06,6.03
2020-03-05 21:30:00,0.0044,0.004,8.88,6.03
2020-03-05 21:45:00,0.00647,0.004,8.7,6.04
2020-03-05 22:00:00,0.0,0.0,8.52,6.04
2020-03-05 22:15:00,0.0,0.0,8.4,6.05
2020-03-05 22:30:00,0.0,0.0,8.27,6.05
2020-03-05 22:45:00,0.0,0.0,8.15,6.06
2020-03-05 23:00:00,0.0,0.0,8.02,6.07
2020-03-05 23:15:00,0.0,0.0,7.96,6.08
2020-03-05 23:30:00,0.0,0.0,7.9,6.09
2020-03-05 23:45:00,0.0,0.0,7.84,6.09
2020-03-06 00:00:00,0.0,0.0,17.74,10.12
2020-03-06 00:15:00,0.0,0.0,17.63,10.07
2020-03-06 00:30:00,0.0,0.0,17.51,10.03
2020-03-06 00:45:00,0.0,0.0,17.4,9.99
2020-03-06 01:00:00,0.0,0.0,17.28,9.95
2020-03-06 01:15:00,0.0,0.0,17.22,9.91
2020-03-06 01:30:00,0.0,0.0,17.17,9.87
2020-03-06 01:45:00,0.0,0.0,17.11,9.83
2020-03-06 02:00:00,0.0,0.0,17.05,9.79
2020-03-06 02:15:00,0.0,0.0,17.03,9.75
2020-03-06 02:30:00,0.0,0.0,17.01,9.7
2020-03-06 02:45:00,0.0,0.0,16.98,9.66
2020-03-06 03:00:00,0.0,0.0,16.96,9.62
2020-03-06 03:15:00,0.0,0.0,16.93,9.58
2020-03-06 03:30:00,0.00067,0.0,16.89,9.54
2020-03-06 03:45:00,0.00133,0.0,16.86,9.5
2020-03-06 04:00:00,0.001,0.0,16.82,9.46
2020-03-06 04:15:00,0.005,0.0,16.76,9.42
2020-03-06 04:30:00,0.00067,0.0,16.71,9.38
2020-03-06 04:45:00,0.0,0.0,16.65,9.34
2020-03-06 05:00:00,0.0,0.0,16.59,9.3
2020-03-06 05:15:00,0.00547,0.0,16.62,9.26
2020-03-06 05:30:00,0.01,0.0,16.65,9.22
2020-03-06 05:45:00,0.008,0.0,16.68,9.18
2020-03-06 06:00:00,0.010199999999999999,0.004,16.71,9.14
2020-03-06 06:15:00,0.00753,0.012,16.96,9.1
2020-03-06 06:30:00,0.01333,0.008,17.21,9.06
2020-03-06 06:45:00,0.011269999999999999,0.016,17.45,9.02
2020-03-06 07:00:00,0.0038,0.008,17.7,8.98
2020-03-06 07:15:00,0.017929999999999998,0.004,17.86,8.94
2020-03-06 07:30:00,0.0322,0.004,18.03,8.9
2020-03-06 07:45:00,0.01367,0.004,18.19,8.86
2020-03-06 08:00:00,0.011,0.004,18.35,8.82
2020-03-06 08:15:00,0.00413,0.004,18.69,8.78
2020-03-06 08:30:00,0.0064,0.0,19.02,8.74
2020-03-06 08:45:00,0.006,0.004,19.36,8.7
2020-03-06 09:00:00,0.0022,0.004,19.69,8.66
2020-03-06 09:15:00,0.0072,0.004,20.11,8.62
2020-03-06 09:30:00,0.0044,0.004,20.54,8.58
2020-03-06 09:45:00,0.00633,0.004,20.96,8.55
2020-03-06 10:00:00,0.00567,0.004,21.38,8.51
2020-03-06 10:15:00,0.00033,0.008,21.79,8.47
2020-03-06 10:30:00,0.0,0.004,22.19,8.43
2020-03-06 10:45:00,0.00667,0.004,22.6,8.39
2020-03-06 11:00:00,0.0024,0.008,23.0,8.36
2020-03-06 11:15:00,0.00633,0.004,23.27,8.32
2020-03-06 11:30:00,0.004070000000000001,0.008,23.54,8.28
2020-03-06 11:45:00,0.0,0.004,23.81,8.25
2020-03-06 12:00:00,0.00067,0.008,24.08,8.21
2020-03-06 12:15:00,0.0,0.004,24.27,8.17
2020-03-06 12:30:00,0.00033,0.004,24.46,8.14
2020-03-06 12:45:00,0.0016699999999999998,0.004,24.64,8.1
2020-03-06 13:00:00,0.0044,0.004,24.83,8.06
2020-03-06 13:15:00,0.0052699999999999995,0.0,24.94,8.03
2020-03-06 13:30:00,0.00133,0.0,25.04,7.99
2020-03-06 13:45:00,0.00467,0.0,25.15,7.96
2020-03-06 14:00:00,0.0056,0.004,25.25,7.92
2020-03-06 14:15:00,0.0018,0.0,25.3,7.89
2020-03-06 14:30:00,0.001,0.004,25.36,7.85
2020-03-06 14:45:00,0.001,0.0,25.41,7.82
2020-03-06 15:00:00,0.00433,0.0,25.46,7.78
2020-03-06 15:15:00,0.00033,0.0,25.48,7.75
2020-03-06 15:30:00,0.00067,0.0,25.5,7.71
2020-03-06 15:45:00,0.0,0.0,25.52,7.68
2020-03-06 16:00:00,0.0,0.004,25.54,7.65
2020-03-06 16:15:00,0.00213,0.0,25.37,7.61
2020-03-06 16:30:00,0.00067,0.008,25.2,7.58
2020-03-06 16:45:00,0.00647,0.0,25.03,7.55
2020-03-06 17:00:00,0.00647,0.0,24.86,7.52
2020-03-06 17:15:00,0.00547,0.0,24.72,7.48
2020-03-06 17:30:00,0.0048,0.0,24.59,7.45
2020-03-06 17:45:00,0.011470000000000001,0.004,24.45,7.42
2020-03-06 18:00:00,0.00413,0.004,24.31,7.39
2020-03-06 18:15:00,0.00393,0.008,23.92,7.36
2020-03-06 18:30:00,0.00227,0.004,23.53,7.33
2020-03-06 18:45:00,0.0024700000000000004,0.008,23.14,7.3
2020-03-06 19:00:00,0.003,0.004,22.75,7.27
2020-03-06 19:15:00,0.011,0.004,22.18,7.24
2020-03-06 19:30:00,0.00547,0.008,21.61,7.21
2020-03-06 19:45:00,0.00433,0.0,21.04,7.18
2020-03-06 20:00:00,0.011800000000000001,0.004,20.47,7.15
2020-03-06 20:15:00,0.004,0.012,20.25,7.12
2020-03-06 20:30:00,0.0024700000000000004,0.008,20.03,7.09
2020-03-06 20:45:00,0.003,0.008,19.8,7.06
2020-03-06 21:00:00,0.00567,0.012,19.58,7.04
2020-03-06 21:15:00,0.00213,0.008,19.42,7.01
2020-03-06 21:30:00,0.0024700000000000004,0.008,19.26,6.98
2020-03-06 21:45:00,0.001,0.012,19.09,6.96
2020-03-06 22:00:00,0.0,0.004,18.93,6.93
2020-03-06 22:15:00,0.0,0.0,18.79,6.9
2020-03-06 22:30:00,0.0,0.0,18.65,6.88
2020-03-06 22:45:00,0.0,0.0,18.5,6.85
2020-03-06 23:00:00,0.0,0.0,18.36,6.83
2020-03-06 23:15:00,0.0,0.0,18.24,6.8
2020-03-06 23:30:00,0.0,0.0,18.11,6.78
2020-03-06 23:45:00,0.0,0.0,17.99,6.75
2020-03-07 00:00:00,0.0,0.0,14.47,13.84
2020-03-07 00:15:00,0.0,0.0,14.4,13.85
2020-03-07 00:30:00,0.0,0.0,14.34,13.86
2020-03-07 00:45:00,0.0,0.0,14.27,13.87
2020-03-07 01:00:00,0.0,0.0,14.2,13.88
2020-03-07 01:15:00,0.0,0.0,14.1,13.89
2020-03-07 01:30:00,0.00033,0.0,14.0,13.9
2020-03-07 01:45:00,0.0,0.0,13.89,13.91
2020-03-07 02:00:00,0.0,0.0,13.79,13.92
2020-03-07 02:15:00,0.0,0.0,13.7,13.93
2020-03-07 02:30:00,0.0,0.0,13.61,13.93
2020-03-07 02:45:00,0.0,0.0,13.52,13.94
2020-03-07 03:00:00,0.0,0.0,13.43,13.95
2020-03-07 03:15:00,0.0,0.0,13.4,13.95
2020-03-07 03:30:00,0.0,0.0,13.37,13.96
2020-03-07 03:45:00,0.00433,0.0,13.33,13.97
2020-03-07 04:00:00,0.0,0.0,13.3,13.97
2020-03-07 04:15:00,0.00133,0.0,13.3,13.98
2020-03-07 04:30:00,0.00067,0.0,13.3,13.98
2020-03-07 04:45:00,0.0,0.0,13.29,13.98
2020-03-07 05:00:00,0.0024700000000000004,0.0,13.29,13.99
2020-03-07 05:15:00,0.006,0.0,13.42,13.99
2020-03-07 05:30:00,0.011,0.0,13.56,13.99
2020-03-07 05:45:00,0.016,0.0,13.69,14.0
2020-03-07 06:00:00,0.02407,0.004,13.82,14.0
2020-03-07 06:15:00,0.018600000000000002,0.012,14.09,14.0
2020-03-07 06:30:00,0.01533,0.008,14.37,14.0
2020-03-07 06:45:00,0.01193,0.008,14.64,14.0
2020-03-07 07:00:00,0.0056,0.008,14.91,14.0
2020-03-07 07:15:00,0.01087,0.012,15.19,14.0
2020-03-07 07:30:00,0.011869999999999999,0.008,15.48,14.0
2020-03-07 07:45:00,0.0096,0.004,15.76,14.0
2020-03-07 08:00:00,0.010199999999999999,0.008,16.04,14.0
2020-03-07 08:15:00,0.004070000000000001,0.004,16.27,13.99
2020-03-07 08:30:00,0.00387,0.004,16.5,13.99
2020-03-07 08:45:00,0.0044,0.0,16.73,13.99
2020-03-07 09:00:00,0.0072699999999999996,0.0,16.96,13.99
2020-03-07 09:15:00,0.0022,0.0,17.25,13.98
2020-03-07 09:30:00,0.002,0.0,17.55,13.98
2020-03-07 09:45:00,7.000000000000001e-05,0.004,17.84,13.97
2020-03-07 10:00:00,0.00013000000000000002,0.004,18.13,13.97
2020-03-07 10:15:00,7.000000000000001e-05,0.004,18.45,13.96
2020-03-07 10:30:00,0.00213,0.004,18.77,13.96
2020-03-07 10:45:00,0.00047,0.0,19.08,13.95
2020-03-07 11:00:00,0.0066,0.0,19.4,13.94
2020-03-07 11:15:00,0.004,0.0,19.53,13.94
2020-03-07 11:30:00,0.0,0.004,19.66,13.93
2020-03-07 11:45:00,0.001,0.012,19.78,13.92
2020-03-07 12:00:00,0.0,0.008,19.91,13.91
2020-03-07 12:15:00,0.002,0.004,20.0,13.9
2020-03-07 12:30:00,0.00567,0.004,20.09,13.9
2020-03-07 12:45:00,0.00313,0.004,20.18,13.89
2020-03-07 13:00:00,0.00413,0.004,20.27,13.88
2020-03-07 13:15:00,0.0034,0.004,20.18,13.87
2020-03-07 13:30:00,0.0044,0.008,20.1,13.86
2020-03-07 13:45:00,0.003,0.004,20.01,13.84
2020-03-07 14:00:00,0.00433,0.0,19.92,13.83
2020-03-07 14:15:00,0.00367,0.008,20.08,13.82
2020-03-07 14:30:00,0.001,0.008,20.25,13.81
2020-03-07 14:45:00,0.0024,0.0,20.41,13.8
2020-03-07 15:00:00,0.0088,0.008,20.57,13.78
2020-03-07 15:15:00,0.00033,0.008,20.64,13.77
2020-03-07 15:30:00,0.0,0.012,20.71,13.75
2020-03-07 15:45:00,0.00033,0.004,20.78,13.74
2020-03-07 16:00:00,0.00107,0.004,20.85,13.73
2020-03-07 16:15:00,0.00213,0.004,20.69,13.71
2020-03-07 16:30:00,0.00633,0.0,20.54,13.69
2020-03-07 16:45:00,0.00333,0.0,20.38,13.68
2020-03-07 17:00:00,0.00513,0.0,20.22,13.66
2020-03-07 17:15:00,0.00467,0.0,20.07,13.65
2020-03-07 17:30:00,0.013800000000000002,0.004,19.92,13.63
2020-03-07 17:45:00,0.01447,0.004,19.76,13.61
2020-03-07 18:00:00,0.00973,0.012,19.61,13.59
2020-03-07 18:15:00,0.00347,0.012,19.46,13.58
2020-03-07 18:30:00,0.00347,0.012,19.32,13.56
2020-03-07 18:45:00,0.00033,0.02,19.17,13.54
2020-03-07 19:00:00,0.00147,0.016,19.02,13.52
2020-03-07 19:15:00,0.0032,0.016,18.96,13.5
2020-03-07 19:30:00,0.004070000000000001,0.02,18.9,13.48
2020-03-07 19:45:00,0.00873,0.004,18.84,13.46
2020-03-07 20:00:00,0.00073,0.012,18.78,13.44
2020-03-07 20:15:00,0.00233,0.012,18.67,13.42
2020-03-07 20:30:00,0.00347,0.008,18.56,13.39
2020-03-07 20:45:00,0.0024700000000000004,0.012,18.45,13.37
2020-03-07 21:00:00,0.0064,0.004,18.34,13.35
2020-03-07 21:15:00,0.0016,0.0,18.21,13.33
2020-03-07 21:30:00,0.0042699999999999995,0.004,18.07,13.3
2020-03-07 21:45:00,0.00067,0.004,17.94,13.28
2020-03-07 22:00:00,0.0,0.004,17.8,13.26
2020-03-07 22:15:00,0.0,0.0,17.72,13.23
2020-03-07 22:30:00,0.00033,0.0,17.64,13.21
2020-03-07 22:45:00,0.0,0.0,17.55,13.18
2020-03-07 23:00:00,0.0,0.0,17.47,13.16
2020-03-07 23:15:00,0.0,0.0,17.39,13.13
2020-03-07 23:30:00,0.0,0.0,17.31,13.11
2020-03-07 23:45:00,0.0,0.0,17.22,13.08
2020-03-08 00:00:00,0.0,0.0,14.13,11.72
2020-03-08 00:15:00,0.0,0.0,13.97,11.76
2020-03-08 00:30:00,0.0,0.0,13.82,11.8
2020-03-08 00:45:00,0.0,0.0,13.66,11.83
2020-03-08 01:00:00,0.0,0.0,13.5,11.87
2020-03-08 01:15:00,0.0,0.0,13.35,11.91
2020-03-08 01:30:00,0.0,0.0,13.19,11.94
2020-03-08 01:45:00,0.0,0.0,13.04,11.98
2020-03-08 02:00:00,0.0,0.0,12.88,12.01
2020-03-08 02:15:00,0.0,0.0,12.75,12.05
2020-03-08 02:30:00,0.0,0.0,12.61,12.08
2020-03-08 02:45:00,0.0,0.0,12.48,12.12
2020-03-08 03:00:00,0.0,0.0,12.34,12.15
